Prof_Course		The instructor provided clearly defined expectations.	The instructor used teaching methods that facilitated my learning.	"The instructor encouraged me to take a role in my own learning, to ask questions, and to participate."	The instructor was well prepared to teach.	The instructor was available outside of class either electronically or in person.	The instructor is one whom I would recommend to other students.
"Cook,Christi:ENGL-1302-047-CRITICAL THINK, READ, WRITE"	Mean	4.3077	4.1538	4.4615	4.5385	4.6923	4.1538
	N	13	13	13	13	13	13
"Cope,Lynn:NURS-1335-005-INTRO TO PROFESSIONAL NURSING"	Mean	4.8095	4.7143	4.7619	4.85	4.75	4.9048
	N	21	21	21	20	20	21
"Cope,Lynn:NURS-3561-001-NURSING OF ADULTS"	Mean	3.9583	3.75	4.0833	3.9381	3.7553	3.7158
	N	96	96	96	97	94	95
"Cordero-Epperson,Minerva:MATH-5392-003-SELECTED TOPICS IN MATH"	Mean	4.6667	4.8	4.8	4.8	4.6667	4.8333
	N	6	5	5	5	6	6
"Corley,Herbert:IE-3301-001-ENGINEERING PROBABILITY"	Mean	4.2045	3.8864	3.9318	4.2326	4.0455	4.0682
	N	44	44	44	43	44	44
"Corley,Herbert:IE-3315-001-OPERATIONS RESEARCH I"	Mean	4.3182	4.0455	4.0909	4.1429	4.2273	4.1364
	N	22	22	22	21	22	22
"Corley,Herbert:IE-5309-001-STOCHASTIC PROCESSES (2102-22258)"	Mean	4.7	4.6	4.3	4.8	4.6	4.6
	N	10	10	10	10	10	10
"Corley,Herbert:IE-5309-002-STOCHASTIC PROCESSES (2102-22259)"	Mean	4	4	4	4	4	4
	N	1	1	1	1	1	1
"Cornehls,James:URPA-5310-001-URBAN POLICY AND THE LAW"	Mean	4.6667	4.6667	4.6667	4.6667	4.6667	4.6667
	N	3	3	3	3	3	3
"Courtney,Maureen:NURS-5350-002-ROLE OF NURSE IN ADV PRACTICE"	Mean	3.3684	3.3684	3.9474	3.7222	3.3158	3.6316
	N	19	19	19	18	19	19
"Cox,Verne:PSYC-1315-004-INTRO TO PSYCHOLOGY"	Mean	4.2857	3.9683	3.873	4.5625	4.3333	4.3333
	N	63	63	63	64	63	63
"Cox,Verne:PSYC-1315-005-INTRO TO PSYCHOLOGY"	Mean	4.3333	4.0635	3.873	4.4219	4.4063	4.3871
	N	63	63	63	64	64	62
"Crenshaw,Jeannette:NURS 5340 001"	Mean	4.5385	4.3846	4.6667	4.7692	4.6923	4.5385
	N	13	13	12	13	13	13
"Crenshaw,Jeannette:NURS-5382-002-NURSING AND HEALTH CARE POLICY"	Mean	5	5	5	5	5	5
	N	4	4	4	4	4	4
"Crisp,Earl:MANA-4321-004-INTERNATIONAL MANAGEMENT"	Mean	3.9	4.1	4.5	4.5556	4.8	4.7778
	N	10	10	10	9	10	9
"Crisp,Patricia:MANA-2302-004-COMMUNICATIONS IN ORGANIZATION"	Mean	4.6765	4.7429	4.7714	4.8286	4.6471	4.9118
	N	34	35	35	35	34	34
"Crockett,Kelley:URPA-5358-003-ETHICS IN THE PUBLIC SERVICE"	Mean	4.6957	4.5652	4.5217	4.7391	4.3913	4.4783
	N	23	23	23	23	23	23
"Cross,Larry:EDUC-4647-001-SECONDRY RESIDENCY - TECH APPS"	Mean	4.4	4.2	4.25	4.4	4.2632	4.15
	N	20	20	20	20	19	20
"Cross,Larry:EDUC-4647-002-SECONDRY RESIDENCY - TECH APPS"	Mean	4	4	4	4	4	4
	N	1	1	1	1	1	1
"Crow,Mary:EDUC-5309-001-ADV INSTRUCTIONAL STRATEGIES"	Mean	5	5	4.9167	5	4.9167	5
	N	12	12	12	12	12	12
"Crow,Rebecca:HEED-1230-001-FIRST AID / CPR / AED TRAINING"	Mean	4.7273	4.7273	4.7273	4.8182	4.7273	4.7273
	N	11	11	11	11	11	11
"Crow,Rebecca:HEED-3305-001-WOMEN'S HEALTH ISSUES"	Mean	4.6667	4.5238	4.5909	4.8182	4.619	4.8636
	N	21	21	22	22	21	22
"Crow,Rebecca:HEED-3305-002-WOMEN'S HEALTH ISSUES"	Mean	4.25	4.5	4.5	4	4.25	4.3333
	N	4	4	4	4	4	3
"Crow,Rebecca:KINE-1230-001-FIRST AID / CPR / AED TRAINING"	Mean	4.4444	4.4444	4.5556	4.5556	4.4444	4.4444
	N	9	9	9	9	9	9
"Crow,Rebecca:KINE-3302-001-BEHAVIORAL DYNAMICS OF SPORT"	Mean	4.75	4.5833	4.7714	4.8611	4.7778	4.8235
	N	36	36	35	36	36	34
"Crow,Rebecca:KINE-3306-001-MOTOR INTEGRATION"	Mean	4.6923	4.4615	4.5385	4.8462	4.7692	4.6667
	N	13	13	13	13	13	12
"Crow,Rebecca:WOMS 3305-001"	Mean	4.4	4.3125	4.375	4.375	4.375	4.5
	N	15	16	16	16	16	16
"Crowder,William:ECON-3312-001-MACROECONOMICS"	Mean	4.1538	4.0789	4.3077	4.5641	4	3.9744
	N	39	38	39	39	39	39
"Csallner,Christoph:CSE-5324-001-SFWR ENG I ANLY, DSGN, TESTING"	Mean	4.6364	4.2727	4.5455	4.6364	4.6364	4.7273
	N	11	11	11	11	11	11
"Culwell,Michael:PSYC-1315-002-INTRO TO PSYCHOLOGY"	Mean	4.5862	4.6667	4.4333	4.6207	4.3	4.6897
	N	29	30	30	29	30	29
"Cuntz,Manfred:PHYS-2315-001-INTRODUCTORY ASTROPHYSICS"	Mean	4.2	4.2	3.9	4.4444	4.4	4.3
	N	10	10	10	9	10	10
"Dailey,Richard:MARK-3321-003-PRINCIPLES OF MARKETING"	Mean	2.625	2.75	3.625	3.0625	4.0625	2.5625
	N	16	16	16	16	16	16
"Dailey,Richard:MARK-3324-001-BUYER BEHAVIOR"	Mean	2.6	2.4667	3.4	3.1333	4.2	2.9333
	N	15	15	15	15	15	15
"Dailey,Richard:MARK-3324-004-BUYER BEHAVIOR"	Mean	4.0476	4.1364	4.381	3.9048	4.65	4
	N	21	22	21	21	20	22
"Dancila,Dragos:AE-5301-002-ADV TOPICS AEROSPACE ENGR"	Mean	4	4.6667	4.5	4.1667	4.3333	4.1667
	N	6	6	6	6	6	6
"Dancila,Dragos:MAE-4301-007-SPEC TOPICS MECH & AERO ENGR"	Mean	3.9167	4.3333	4.5455	4.1818	4.1667	4
	N	12	12	11	11	12	12
"Dancila,Dragos:ME-5390-004-SPEC TOPICS MECH ENGR"	Mean	4.3333	4.3333	4.6667	4.6667	4.3333	4
	N	3	3	3	3	3	3
"Daniel,Kathryn:NURS-5328-004-THEORY & RSRCH APPL IN NURSING"	Mean	4.1667	3.8333	4.3333	4.3333	4	3.8333
	N	6	6	6	6	6	6
"Dannis,Vincent:ENGL-1302-051-CRITICAL THINK, READ, WRITE"	Mean	4.1875	3.8667	4.375	4.25	4.0667	3.875
	N	16	15	16	16	15	16
"Dannis,Vincent:ENGL-1302-053-CRITICAL THINK, READ, WRITE"	Mean	3.6923	3.6154	4.2308	4.4615	4.2308	3.4615
	N	13	13	13	13	13	13
"Darrouzet,Daniel:CE-4334-001-CONSTRUCTION CONTRACTS & SPECS"	Mean	3.6	3.3	3.8	3.8	3.5	2.7
	N	10	10	10	10	10	10
"Darrouzet,Daniel:CE-5378-001-CONST CNTRCT, SPECS & ADMN"	Mean	4.8235	4.8235	4.6471	4.8824	4.7059	4.8235
	N	17	17	17	17	17	17
"Darrouzet,Daniel:CE-5378-002-CONST CNTRCT, SPECS & ADMN"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Das,Prabir:CSE-1301-001-COMPUTER LITERACY"	Mean	4.0833	3.9792	3.9388	4.1489	3.9149	3.9796
	N	48	48	49	47	47	49
"Datta,Deepak:MANA-4321-001-INTERNATIONAL MANAGEMENT"	Mean	3.8148	3.6667	4.1111	4.4074	4.3077	3.5556
	N	27	27	27	27	26	27
"Datta,Deepak:MANA-5331-002-MULTINATIONAL ENTERPRISES"	Mean	4.5833	4.5833	4.8333	4.9167	4.5833	4.8333
	N	12	12	12	12	12	12
"Dauphin,Irene:ECED-4305-004-EC-6 LANG & LITERACY DEVEL"	Mean	4.5	4.5217	4.381	4.5217	4.7391	4.6957
	N	22	23	21	23	23	23
"Dave,Digant:BE-5323-007-INTRODUCTION TO BIOPHOTONICS"	Mean	3.375	4	3.75	3.625	3.625	3.1429
	N	8	8	8	8	8	7
"Davis-Secord,Jonathan:ENGL 3351 002"	Mean	4.6111	4.6111	4.6111	4.7222	4.3889	4.6667
	N	18	18	18	18	18	18
"Davis-Secord,Jonathan:ENGL 4301 001"	Mean	4.8636	4.8636	4.8182	4.9048	4.7273	4.8182
	N	22	22	22	21	22	22
"Davis-Secord,Jonathan:LATN-2313-001-LATIN LEVEL III"	Mean	5	4.9375	5	5	4.9412	5
	N	17	16	17	17	17	17
"Davis-Secord,Jonathan:LATN-2314-001-LATIN LEVEL IV"	Mean	5	4.9375	5	5	4.9375	5
	N	16	16	16	16	16	16
"Davis-Secord,Jonathan:LATN-4335-001-TOPICS LATIN LITERATURE"	Mean	4.9	4.9	5	5	5	5
	N	10	10	10	10	10	10
"Davis,Carolyn:INSY-3300-001-OBJECT-ORIENTED PROGRAMMING"	Mean	3.8571	3.3429	3.4	3.8571	4.0286	3.375
	N	35	35	35	35	35	32
"Davis,Carolyn:INSY-4305-002-ADV APPLICATION DEVELOPMENT"	Mean	3.5926	3.4074	3.5	3.8148	3.963	3.6923
	N	27	27	26	27	27	26
"Davis,Carolyn:INSY-4325-001-INFORMATION RESOURCE MGMT"	Mean	4.2	4.15	4.6	4.4	4.2	4.45
	N	20	20	20	20	20	20
"Davis,Dannielle:EDAD-5380-001-DIVERSITY EDUCATIONAL SETTINGS"	Mean	4.3333	3.3333	3.3333	3.6667	2.6667	3
	N	3	3	3	3	3	3
"Davis,Dannielle:EDAD-6390-001-SEL TOP K-16 ED LDRSHP RES"	Mean	4.5	4.6667	4.5	4.5	4.6667	4.5
	N	6	6	6	6	6	6
"Davis,Dannielle:WOMS 2310-001"	Mean	3.6667	4.0714	4.2857	4.1667	4.0488	4
	N	42	42	42	42	41	42
"Davis,Ronni:ENGL-1301-002-EXPOS WRITING"	Mean	4.8889	4.5556	4.7778	4.8889	4.5556	4.7778
	N	9	9	9	9	9	9
"Davis,Ronni:ENGL-1301-006-EXPOS WRITING"	Mean	4.6364	4.5455	4.5455	4.8182	4.8182	4.8182
	N	11	11	11	11	11	11
"Davis,Wendell:EE-5348-001-RADIO-FREQUENCY CIRCUIT DESIGN (2102-25046)"	Mean	4	3.25	3.1	4.3	4.6	3.8
	N	10	8	10	10	10	10
"Dawkins,Paul:MATH-1323-001-PRECALCULUS II"	Mean	4.5625	4.4688	4.4688	4.6875	4.6875	4.6562
	N	32	32	32	32	32	32
"Dawkins,Paul:MATH-5378-001-GEOMETRY CONCEPTS K-8 MATH"	Mean	3.9412	3.6471	4.1765	4	4.1765	3.6471
	N	17	17	17	17	17	17
"Dawkins,Paul:MATH-5378-002-GEOMETRY CONCEPTS K-8 MATH"	Mean	3.8889	4	4.4444	4.2222	4.125	3.6667
	N	9	8	9	9	8	9
"Daza,Stephanie:EDUC-5310-001-DIVERSE POPUL TODAYS SCHOOLS"	Mean	3.8333	3.8333	4	4	4.0833	3.8333
	N	12	12	12	12	12	12
"De,Dilip:PHYS-1442-002-GENERAL COLLEGE PHYSICS II"	Mean	3.2424	3.0303	3.6061	3.0606	3.3438	3
	N	33	33	33	33	32	33
"De,Dilip:PHYS-1442-004-GENERAL COLLEGE PHYSICS II"	Mean	2.9524	2.4286	3.9524	2.5714	3.2857	2.381
	N	21	21	21	21	21	21
"De,Kaushik:PHYS-1444-003-GENERAL TECHNICAL PHYSICS II"	Mean	4.4615	4.2222	4.4643	4.4286	4.5	4.6786
	N	26	27	28	28	28	28
"Deakyne,Jeananne:MILS-1142-001-BASIC LDRSHIP"	Mean	4.8333	4.5556	4.5	4.7778	4.7778	4.8235
	N	18	18	18	18	18	17
"Deakyne,Jeananne:MILS-1142-002-BASIC LDRSHIP"	Mean	4.6087	4.5714	4.6522	4.7727	4.5217	4.7727
	N	23	21	23	22	23	22
"Deen,Rebecca:POLS-2311-015-GOVT OF U S"	Mean	4.4828	4.4138	4.3448	4.6207	4.4828	4.4483
	N	29	29	29	29	29	29
"Dehart,Arvell:URPA-5358-002-ETHICS IN THE PUBLIC SERVICE"	Mean	4.8	5	5	4.9	4.8	5
	N	10	10	10	10	10	10
"Del Carmen,Alejandro:CRCJ-3350-003-INTRO RESEARCH METHODS"	Mean	4	3.5714	3.6429	3.7857	3.2143	3.5
	N	14	14	14	14	14	14
"Del Carmen,Alejandro:CRCJ-5319-002-ISSUES IN POLICING"	Mean	4.7368	4.7368	4.6471	4.6316	4.7059	4.7059
	N	19	19	17	19	17	17
"Del Cid,Donald:ARCH-4395-006-SELECTED TOPICS ARCH"	Mean	4.7333	4.6	4.9333	4.8	4.7333	4.7333
	N	15	15	15	15	15	15
"Del Cid,Donald:ARCH-5395-006-TOPICS IN ARCHITECTURE"	Mean	4.1667	4.4167	4.5833	4.5	4.25	4.6667
	N	12	12	12	12	12	12
"Deleon,Christian:ART-2304-001-DIGITAL DESIGN"	Mean	4.5	4.5294	4.6667	4.625	4.3125	4.6471
	N	18	17	18	16	16	17
"Deleon,Christian:ART-2304-005-DIGITAL DESIGN"	Mean	4.375	4.5	4.375	4.3125	4.125	4.2667
	N	16	16	16	16	16	15
"Demhardt,Imre:HIST-5350-001-HISTORY OF CARTOGRAPHY"	Mean	4.1	4.3	4.7	4.7	4.7	4.4
	N	10	10	10	10	10	10
"Demuth,Jeffery:BIOL-5301-026-LABORATORY ROTATION"	Mean	3.9	3.6	4.2	3.8	4.7	4.2
	N	10	10	10	10	10	10
"Deng,Yue:PHYS-4324-001-ADV ELECTRICITY & MAGNETISM"	Mean	4.6	4.5333	4.4667	4.8	4.6667	4.7143
	N	15	15	15	15	15	14
"Denison,Judy:NURS-4455-201-RN-BSN NURSING MANAGEMENT"	Mean	4	3.9714	4.1429	4.25	4.3714	3.6944
	N	35	35	35	36	35	36
"Dennis,Brian:AE-5301-001-ADV TOPICS AEROSPACE ENGR"	Mean	4	4.3333	4.3333	4.3333	4	4.6667
	N	3	3	3	3	3	3
"Dennis,Brian:ME-5390-002-SPEC TOPICS MECH ENGR"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Denson,Linda:EDML-4677-001-MID RESIDENCY/TECH APPLICATION"	Mean	4.875	4.875	4.875	4.875	4.5	4.875
	N	8	8	8	8	8	8
"Derisavifard,Farid:MATH-2326-001-CALCULUS III"	Mean	4	4.08	4.16	4	3.5417	4
	N	26	25	25	24	24	25
"Desimone,Jeffrey:ECON-3301-001-THE ECONOMICS OF HEALTH"	Mean	4.0426	3.6809	3.898	4.3469	4.3191	3.8043
	N	47	47	49	49	47	46
"Desouky,Tamer:PSYC-1315-007-INTRO TO PSYCHOLOGY"	Mean	4.3529	4.4706	4.3889	4.5882	4.6875	4.6471
	N	17	17	18	17	16	17
"Devito,Jill:BIOL-1334-001-INTRODUCTION TO BIOLOGY II"	Mean	4.0299	3.6567	3.6515	4.3134	3.9545	3.7077
	N	67	67	66	67	66	65
"Devito,Jill:BIOL-2343-001-EVOLUTION & ECOLOGY"	Mean	4.4063	4.3229	4.1667	4.6146	4.4842	4.5591
	N	96	96	96	96	95	93
"Devito,Jill:BIOL-2343-002-EVOLUTION & ECOLOGY"	Mean	4.3409	4.2727	4.3488	4.5814	4.4524	4.4889
	N	44	44	43	43	42	45
"DeWitte,Debra:ART-1301-002-ART APPRECIATION"	Mean	4.1053	3.6842	3.6842	3.3684	3	3.5263
	N	19	19	19	19	19	19
"DeWitte,Debra:ART-1301-702-ART APPRECIATION"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"DeWitte,Debra:ART-1301-703-ART APPRECIATION"	Mean	4	4.5	5	4.5	3	4
	N	2	2	2	2	2	2
"Dias,Rasika:CHEM-1441-002-GENERAL CHEMISTRY I"	Mean	4.2933	4.0556	3.9733	4.4267	4.3333	4.0933
	N	75	72	75	75	75	75
"Digison,Mary:NURS-5340-001-MANAGEMENT SEMINAR & PRACTICE"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Dillard,Felicia:SPAN-1441-009-BEGINNING SPANISH I"	Mean	4.6667	4.6667	4.6667	4.7619	4.619	4.6667
	N	21	21	21	21	21	21
"Dillard,Felicia:SPAN-1441-013-BEGINNING SPANISH I"	Mean	4.7368	4.3684	4.3889	4.5789	4.4211	4.2778
	N	19	19	18	19	19	18
"Dillard,Felicia:SPAN-1442-002-BEGINNING SPANISH II"	Mean	4.65	4.7	4.6	4.7	4.6	4.55
	N	20	20	20	20	20	20
"Dillard,Felicia:SPAN-1442-010-BEGINNING SPANISH II"	Mean	4.7368	4.6316	4.6842	4.7895	4.6316	4.7059
	N	19	19	19	19	19	17
"Dillard,Felicia:SPAN-1442-015-BEGINNING SPANISH II"	Mean	4.9412	4.8824	4.7647	5	4.875	4.8824
	N	17	17	17	17	16	17
"Dillman,Jefferson:HIST-1312-006-HISTORY OF U.S."	Mean	4.2414	4.1724	4.1786	4.4138	4.4138	4.4138
	N	29	29	28	29	29	29
"Dillon,William:EE-2315-001-CIRCUIT ANALYSIS I"	Mean	4.6538	4.5769	4.4231	4.6923	4.2692	4.8
	N	26	26	26	26	26	25
"Dillon,William:EE-2320-001-CIRCUIT ANALYSIS"	Mean	4.7143	4.5714	4.7143	4.8571	4.1429	4.7857
	N	14	14	14	14	14	14
"Dillon,William:EE-2440-001-CIRCUIT ANALYSIS WITH LAB"	Mean	4.3333	4.4	4.2	4.6	3.8571	4.4667
	N	15	15	15	15	14	15
"Diltz,John:FINA-5330-001-REAL OPTIONS"	Mean	4.5	4.4545	4.2273	4.7727	4.6818	4.5238
	N	22	22	22	22	22	21
"Ding,Chris:CSE-5311-001-DSGN & ANLY ALGORITHMS"	Mean	3.9333	3.3333	3.6667	3.0667	4.0667	3.5333
	N	15	15	15	15	15	15
"Ding,Chris:CSE-5311-002-DSGN & ANLY ALGORITHMS"	Mean	3.1667	3	2.5	3.1667	2.3333	2.3333
	N	6	6	6	6	6	6
"Ding,Chris:CSE-6339-001-SPEC TOPS ADV DATABASE SYS"	Mean	3.8095	4.1905	4.1	4.3333	4.1905	4.0952
	N	21	21	20	21	21	21
"Dixon,Lynette:ANTH-3409-002-HUMAN EVOLUTION"	Mean	3.8125	3.8125	3.9375	4.375	4.1875	4.125
	N	16	16	16	16	16	16
"Dixon,Lynette:ANTH-4407-002-FORENSIC ANTHROPOLOGY"	Mean	4.25	4.25	4.5	4.25	4.75	4.5
	N	8	8	8	8	8	8
"Dobbs,Rhonda:CRCJ-4332-001-COMMUN CORRECT"	Mean	4.7556	4.8	4.6744	4.7826	4.7857	4.8667
	N	45	45	43	46	42	45
"Dobbs,Rhonda:CRCJ-5350-001-THEORY"	Mean	4.7692	4.5385	4.7692	4.6923	4.6154	4.6923
	N	13	13	13	13	13	13
"Dodd,Janet:FREN-1441-004-BEGINNING FRENCH I"	Mean	4.8333	4.8333	4.7059	4.7778	4.8824	4.8889
	N	18	18	17	18	17	18
"Dodd,Janet:FREN-1442-001-BEGINNING FRENCH II"	Mean	4.6923	4.5385	4.5833	4.6923	4.6154	4.9231
	N	13	13	12	13	13	13
"Dodd,Janet:FREN-1442-002-BEGINNING FRENCH II"	Mean	4.6667	4.7222	4.6111	4.8333	4.8333	4.8235
	N	18	18	18	18	18	17
"Dodd,Janet:FREN-1442-003-BEGINNING FRENCH II"	Mean	4.7647	4.7059	4.8824	4.8235	4.8824	4.8824
	N	17	17	17	17	17	17
"Dogan,Atilla:MAE-3405-001-FLIGHT DYNAMICS"	Mean	4.3514	4.1143	4.5946	4.6944	4.3784	4.3889
	N	37	35	37	36	37	36
"Dolezal,Benjamin:ART-3351-001-ILLUSTRATION"	Mean	4.8	4.8	4.7273	4.9	4.9091	4.9091
	N	10	10	11	10	11	11
"Domingo,Pauline:FREN-1441-005-BEGINNING FRENCH I"	Mean	4.8333	4.75	4.8333	4.7273	4.6667	4.9091
	N	12	12	12	11	12	11
"Donjuan,Carlos:ART-1307-003-DRAWING FUNDAMENTALS"	Mean	4.7857	4.5714	4.5	4.7857	4.2857	4.5714
	N	14	14	14	14	14	14
"Donjuan,Carlos:ART-2308-001-DRAWING CONCEPTS"	Mean	4.875	4.75	4.8824	4.8824	4.4706	4.9412
	N	16	16	17	17	17	17
"Donjuan,Carlos:ART-2308-002-DRAWING CONCEPTS"	Mean	4.875	4.6875	4.8125	4.875	4.75	4.8125
	N	16	16	16	16	16	16
"Dowdy,John:BLAW-3311-003-LAW I (2102-21401)"	Mean	4.125	3.575	4.0256	4.4615	3.6154	3.9744
	N	40	40	39	39	39	39
"Dowdy,John:BLAW-3311-004-LAW I (2102-21402)"	Mean	4.4474	4.2973	4.3421	4.7105	4.0833	4.3684
	N	38	37	38	38	36	38
"Dowdy,John:BLAW-3311-006-LAW I"	Mean	4.1389	3.8592	3.9296	4.4507	3.7042	4.0278
	N	72	71	71	71	71	72
"Downs,Michael:HIST-1311-500-HISTORY OF U.S."	Mean	4.2727	4.2727	4.5455	4.4545	4.3636	4.3636
	N	11	11	11	11	11	11
"Downs,Michael:HIST-1311-501-HISTORY OF U.S."	Mean	4.6667	4.6667	4.6667	4.6667	4.3333	4.6667
	N	3	3	3	3	3	3
"Downs,Michael:HIST-2301-001-HISTORY OF CIVILIZATION"	Mean	4.4783	4.3913	4.3913	4.3478	4.4348	4.6957
	N	23	23	23	23	23	23
"Dragan,Irinel:MATH-3303-001-MATHEMATICAL GAME THEORY"	Mean	3.8621	3.6296	3.7241	4.4483	4.0714	4.2414
	N	29	27	29	29	28	29
"Dragan,Irinel:MATH-5362-001-MATH OF LINEAR PROGRAMMING"	Mean	4.1667	4.6667	4.3333	4.5	4.5	4.6667
	N	6	6	6	6	6	6
"Driessen,Klaus:GERM-1441-001-GERMAN LEVEL I"	Mean	4.6	4.7333	4.8	4.6667	4.6667	4.8
	N	15	15	15	15	15	15
"Driessen,Klaus:GERM-1442-002-BEGINNING GERMAN II"	Mean	4.6	4.6875	4.75	5	4.8125	4.9375
	N	15	16	16	16	16	16
"Dulaney,William:HIST-1312-003-HISTORY OF U.S."	Mean	4.0693	3.6796	3.9429	4.3137	4.0962	3.5922
	N	101	103	105	102	104	103
"Dulaney,William:HIST-3366-001-AFR AMR HIST II"	Mean	4.32	4.36	4.52	4.44	4.64	4.32
	N	25	25	25	25	25	25
"Dunn,Dana:SOCI-1311-005-INTRO TO SOCIO"	Mean	4.3333	4.25	4.5833	4.625	4.1304	4.4545
	N	24	24	24	24	23	22
"Dunn,Dana:SOCI-5330-002-SEM IN SOCIAL DIFFERENTIATION"	Mean	5	5	5	5	5	5
	N	4	4	4	4	4	4
"Dunn,Dana:WOMS 5301-002"	Mean	5	5	5	5	4.5	5
	N	2	2	2	2	2	2
"Dye,Wanda:ARCH-3553-002-DESIGN STUDIO: ARCHITECTURE I"	Mean	4.2308	3.8462	4.2308	4.1538	4.6154	4.1538
	N	13	13	13	13	13	13
"Dye,Wanda:ARCH-4395-005-SELECTED TOPICS ARCH"	Mean	3.7778	4	4.1111	3.8889	4	4
	N	9	9	9	9	9	9
"Dyer,Danny:MATH-5313-001-MATHEMATICAL STATISTICS II"	Mean	4.8571	5	4.7143	4.8571	4.7143	4.8571
	N	7	7	7	7	7	7
"Dyer,Danny:MATH-5355-001-STATS THEORY FOR RESEARCH"	Mean	4.5	4.5	4	4.5	4.25	4.25
	N	4	4	4	4	4	4
"Eakin,Mark:BSTAT-3321-003-BUSINESS STATISTICS I"	Mean	4.18	4.0196	4.36	4.62	4.28	4.1569
	N	50	51	50	50	50	51
"Eakin,Mark:BSTAT-5325-001-ADVANCED STATISTICAL METHODS"	Mean	3.86	3.5306	4.1042	4.3265	4.36	3.92
	N	50	49	48	49	50	50
"Earnest,Mary Kathryn:ENGL-1302-038-CRITICAL THINK, READ, WRITE"	Mean	4.7857	4.7143	4.7143	4.7857	4.8571	4.9286
	N	14	14	14	14	14	14
"Earnest,Mary Kathryn:ENGL-1302-042-CRITICAL THINK, READ, WRITE"	Mean	4.8	4.6	4.9286	4.8667	4.8	4.4286
	N	15	15	14	15	15	14
"Eberle,William:SCIE-3304-001-ASTRONOMY"	Mean	3.5932	3.4068	3.8276	3.4746	4.2542	3.3898
	N	59	59	58	59	59	59
"Eddings,Patricia:CRCJ-4340-001-FORENSIC DEATH INVESTIGATION"	Mean	4.8	4.7143	4.7143	4.7	4.6667	4.8421
	N	20	21	21	20	21	19
"Edmondson,Jerold:LING-4320-001-HISTORICAL/COMP LINGUISTICS"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Edmondson,Jerold:LING-5314-001-HISTORICAL & COMPARATIVE LING"	Mean	4.6	4.2	4.6	4.8	4.6	4.6
	N	5	5	5	5	5	5
"Edmondson,Jerold:LING-5322-001-LAB PHONOLOGY"	Mean	4.25	4.25	4.75	4.75	4.75	4.75
	N	4	4	4	4	4	4
"Edwards,Heather:SOCW-3303-001-SW POL & SERV"	Mean	4.1304	4.1818	4.6957	4.4348	4.7826	3.913
	N	23	22	23	23	23	23
"Edwards,Kenneth:MUSI-1302-002-HISTORY OF JAZZ"	Mean	4.4286	4.26	4.1961	4.5	4.2941	4.44
	N	49	50	51	52	51	50
"Efendi,Jap:ACCT-2301-004-PRINCIPLES OF ACCOUNTING I"	Mean	4.3846	4.2692	4.4231	4.3846	4.5	4.4231
	N	26	26	26	26	26	26
"Efendi,Jap:ACCT-5301-001-ACCOUNTING ANALYSIS I"	Mean	4.3125	4.125	4.3878	4.4286	4.4082	4.3404
	N	48	48	49	49	49	47
"Elder,Blake:DNCA 0133-003"	Mean	4.8571	4.7857	4.7143	4.7857	4.5714	4.8571
	N	14	14	14	14	14	14
"Elder,Blake:DNCA-0131-001-BALLROOM DANCE"	Mean	4.8	4.8	4.7778	4.9	4.3333	4.7778
	N	10	10	9	10	9	9
"Elder,Blake:DNCA-0131-002-BALLROOM DANCE"	Mean	4.7727	4.7727	4.7273	4.8182	4.4762	4.7273
	N	22	22	22	22	21	22
"Elder,Blake:DNCA-0131-003-BALLROOM DANCE"	Mean	4.2857	4.45	4.4286	4.35	3.9524	4.4444
	N	21	20	21	20	21	18
"Elder,Blake:DNCA-0133-001-SWING DANCE"	Mean	4.6667	4.6364	4.6364	4.7273	4.5455	4.7273
	N	12	11	11	11	11	11
"Elder,Blake:DNCA-0133-002-SWING DANCE"	Mean	4.5	4.4583	4.5833	4.5833	4.2174	4.5417
	N	24	24	24	24	23	24
"Ellington,Patricia:MATH-0301-001-THEA TEST PREPARATION"	Mean	4.1667	3.3333	3.8333	3.5	4.1667	3.8333
	N	6	6	6	6	6	6
"Ellington,Patricia:MATH-1302-500-COLLEGE ALGEBRA"	Mean	3.5	3.2353	3.3529	3.4706	3.5294	3.2941
	N	16	17	17	17	17	17
"Ellington,Patricia:MATH-1302-501-COLLEGE ALGEBRA"	Mean	3.7188	3.1563	3.4839	3.4688	3.25	3.3125
	N	32	32	31	32	32	32
"Ellington,Patricia:MATH-1302-700-COLLEGE ALGEBRA"	Mean	3	2	2	3	3	2
	N	1	1	1	1	1	1
"Ellington,Patricia:MATH-1303-001-TRIGONOMETRY"	Mean	4.5806	4.8333	4.5667	4.7419	4.5806	4.8387
	N	31	30	30	31	31	31
"Ellington,Patricia:MATH-1303-002-TRIGONOMETRY"	Mean	4.4878	4.439	4.2439	4.6341	4.275	4.6
	N	41	41	41	41	40	40
"Ellington,Patricia:MATH-1303-003-TRIGONOMETRY"	Mean	4.3929	4.2857	4.2593	4.6071	4.4286	4.4643
	N	28	28	27	28	28	28
"Ellington,Patricia:MATH-1322-001-PRECALCULUS I"	Mean	4.5135	4.4324	4.3784	4.6216	4.4054	4.6486
